1995,Acura,Integra,LS,/collections/all/1994-acura-integra-gs-r-esi1499378
1995,Acura,Integra,RS,/collections/all/1994-acura-integra-gs-r-esi1499378
1995,Acura,Integra,"Special Edition",/collections/all/1994-acura-integra-gs-r-esi1499378
1996,Acura,Integra,GS-R,/collections/all/1994-acura-integra-gs-r-esi1499378
1996,Acura,Integra,LS,/collections/all/1994-acura-integra-gs-r-esi1499378
1996,Acura,Integra,RS,/collections/all/1994-acura-integra-gs-r-esi1499378
1996,Acura,Integra,"Special Edition",/collections/all/1994-acura-integra-gs-r-esi1499378
1997,Acura,Integra,GS,/collections/all/1994-acura-integra-gs-r-esi1499378
1997,Acura,Integra,GS-R,/collections/all/1994-acura-integra-gs-r-esi1499378
1997,Acura,Integra,LS,/collections/all/1994-acura-integra-gs-r-esi1499378
1997,Acura,Integra,RS,/collections/all/1994-acura-integra-gs-r-esi1499378
1997,Acura,Integra,"Type R",/collections/all/1994-acura-integra-gs-r-esi1499378
1998,Acura,Integra,GS,/collections/all/1994-acura-integra-gs-r-esi1499378
1998,Acura,Integra,GS-R,/collections/all/1994-acura-integra-gs-r-esi1499378
1998,Acura,Integra,LS,/collections/all/1994-acura-integra-gs-r-esi1499378
1998,Acura,Integra,RS,/collections/all/1994-acura-integra-gs-r-esi1499378
1998,Acura,Integra,"Type R",/collections/all/1994-acura-integra-gs-r-esi1499378
1999,Acura,Integra,GS,/collections/all/1994-acura-integra-gs-r-esi1499378
1999,Acura,Integra,GS-R,/collections/all/1994-acura-integra-gs-r-esi1499378
1999,Acura,Integra,LS,/collections/all/1994-acura-integra-gs-r-esi1499378
1999,Acura,TL,Base,/collections/all/1999-acura-tl-base-esi1011416
2000,Acura,Integra,GS,/collections/all/1994-acura-integra-gs-r-esi1499378
2000,Acura,Integra,GS-R,/collections/all/1994-acura-integra-gs-r-esi1499378
2000,Acura,Integra,LS,/collections/all/1994-acura-integra-gs-r-esi1499378
2000,Acura,Integra,"Type R",/collections/all/1994-acura-integra-gs-r-esi1499378
2000,Acura,TL,Base,/collections/all/1999-acura-tl-base-esi1011416
2001,Acura,Integra,GS,/collections/all/1994-acura-integra-gs-r-esi1499378
2001,Acura,Integra,GS-R,/collections/all/1994-acura-integra-gs-r-esi1499378
2001,Acura,Integra,LS,/collections/all/1994-acura-integra-gs-r-esi1499378
2001,Acura,Integra,"Type R",/collections/all/1994-acura-integra-gs-r-esi1499378
2001,Acura,TL,Base,/collections/all/1999-acura-tl-base-esi1011416
2002,Acura,RSX,Base,/collections/all/2002-acura-rsx-base-esi4906604
2002,Acura,RSX,Type-S,/collections/all/2002-acura-rsx-base-esi4906604
2002,Acura,TL,Base,/collections/all/1999-acura-tl-base-esi1011416
2002,Acura,TL,Type-S,/collections/all/1999-acura-tl-base-esi1011416
2003,Acura,RSX,Base,/collections/all/2003-acura-rsx-base-esi9272234
2003,Acura,RSX,Type-S,/collections/all/2003-acura-rsx-base-esi9272234
2003,Acura,TL,Base,/collections/all/1999-acura-tl-base-esi1011416
2003,Acura,TL,Type-S,/collections/all/1999-acura-tl-base-esi1011416
2004,Acura,RSX,Base,/collections/all/2003-acura-rsx-base-esi9272234
2004,Acura,RSX,Type-S,/collections/all/2003-acura-rsx-base-esi9272234
2004,Acura,TSX,Base,/collections/all/2004-acura-tsx-base-esi5303282
2005,Acura,RSX,Base,/collections/all/2003-acura-rsx-base-esi9272234
2005,Acura,RSX,Type-S,/collections/all/2003-acura-rsx-base-esi9272234
2005,Acura,TSX,Base,/collections/all/2004-acura-tsx-base-esi5303282
2006,Acura,RSX,Base,/collections/all/2003-acura-rsx-base-esi9272234
2006,Acura,RSX,Type-S,/collections/all/2003-acura-rsx-base-esi9272234
2006,Acura,TSX,Base,/collections/all/2004-acura-tsx-base-esi5303282
2007,Acura,TSX,Base,/collections/all/2004-acura-tsx-base-esi5303282
2008,Acura,TSX,Base,/collections/all/2004-acura-tsx-base-esi5303282
2009,Acura,TSX,Base,/collections/all/2009-acura-tsx-base-esi5100722
2010,Acura,TSX,Base,/collections/all/2009-acura-tsx-base-esi5100722
2010,Acura,TSX,V6,/collections/all/2009-acura-tsx-base-esi5100722
2011,Acura,TSX,Base,/collections/all/2009-acura-tsx-base-esi5100722
2011,Acura,TSX,V6,/collections/all/2009-acura-tsx-base-esi5100722
2012,Acura,TSX,Base,/collections/all/2009-acura-tsx-base-esi5100722
2012,Acura,TSX,"Special Edition",/collections/all/2009-acura-tsx-base-esi5100722
2012,Acura,TSX,V6,/collections/all/2009-acura-tsx-base-esi5100722
2013,Acura,TSX,Base,/collections/all/2009-acura-tsx-base-esi5100722
2013,Acura,TSX,"Special Edition",/collections/all/2009-acura-tsx-base-esi5100722
2013,Acura,TSX,V6,/collections/all/2009-acura-tsx-base-esi5100722
2014,Acura,TSX,Base,/collections/all/2009-acura-tsx-base-esi5100722
2014,Acura,TSX,"Special Edition",/collections/all/2009-acura-tsx-base-esi5100722
2014,Acura,TSX,V6,/collections/all/2009-acura-tsx-base-esi5100722
1969,"Alfa Romeo",Spider,Base,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1970,"Alfa Romeo",Spider,Base,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1970,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1971,"Alfa Romeo",Spider,Base,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1971,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1972,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1973,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1974,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1975,"Alfa Romeo",Alfetta,GT,/collections/all/1975-alfa-romeo-alfetta-gt-esi2428140
1975,"Alfa Romeo",Alfetta,Sport,/collections/all/1975-alfa-romeo-alfetta-gt-esi2428140
1975,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1976,"Alfa Romeo",Alfetta,GT,/collections/all/1975-alfa-romeo-alfetta-gt-esi2428140
1976,"Alfa Romeo",Alfetta,Sport,/collections/all/1975-alfa-romeo-alfetta-gt-esi2428140
1976,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1977,"Alfa Romeo",Alfetta,GT,/collections/all/1975-alfa-romeo-alfetta-gt-esi2428140
1977,"Alfa Romeo",Alfetta,Sport,/collections/all/1975-alfa-romeo-alfetta-gt-esi2428140
1977,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1978,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1979,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1980,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1981,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1982,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1983,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1984,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1985,"Alfa Romeo",Spider,Graduate,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1985,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1986,"Alfa Romeo",Spider,Graduate,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1986,"Alfa Romeo",Spider,Quadrifoglio,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1986,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1987,"Alfa Romeo",Spider,Graduate,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1987,"Alfa Romeo",Spider,Quadrifoglio,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1987,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1988,"Alfa Romeo",Spider,Graduate,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1988,"Alfa Romeo",Spider,Quadrifoglio,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1988,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1989,"Alfa Romeo",Spider,Graduate,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1989,"Alfa Romeo",Spider,Quadrifoglio,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1989,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1990,"Alfa Romeo",Spider,Graduate,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1990,"Alfa Romeo",Spider,Quadrifoglio,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1990,"Alfa Romeo",Spider,Veloce,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1991,"Alfa Romeo",Spider,Base,/collections/all/1969-alfa-romeo-spider-base-esi1359524
1991,"Alfa Romeo",Spider,Veloce,/collections/all/1991-alfa-romeo-spider-veloce-esi3961897
1992,"Alfa Romeo",Spider,Base,/collections/all/1991-alfa-romeo-spider-veloce-esi3961897
1992,"Alfa Romeo",Spider,Veloce,/collections/all/1991-alfa-romeo-spider-veloce-esi3961897
1993,"Alfa Romeo",Spider,Base,/collections/all/1991-alfa-romeo-spider-veloce-esi3961897
1993,"Alfa Romeo",Spider,Veloce,/collections/all/1991-alfa-romeo-spider-veloce-esi3961897
1994,"Alfa Romeo",Spider,Base,/collections/all/1991-alfa-romeo-spider-veloce-esi3961897
1994,"Alfa Romeo",Spider,Veloce,/collections/all/1991-alfa-romeo-spider-veloce-esi3961897
1996,Audi,A4,Base,/collections/all/1996-audi-a4-base-esi9512730
1996,Audi,"A4 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
1997,Audi,A4,Base,/collections/all/1996-audi-a4-base-esi9512730
1997,Audi,"A4 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
1998,Audi,A4,Avant,/collections/all/1996-audi-a4-base-esi9512730
1998,Audi,A4,Base,/collections/all/1996-audi-a4-base-esi9512730
1998,Audi,"A4 Quattro",Avant,/collections/all/1996-audi-a4-base-esi9512730
1998,Audi,"A4 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
1998,Audi,A6,Base,/collections/all/1996-audi-a4-base-esi9512730
1998,Audi,"A6 Quattro",Avant,/collections/all/1996-audi-a4-base-esi9512730
1998,Audi,"A6 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
1999,Audi,A4,Base,/collections/all/1996-audi-a4-base-esi9512730
1999,Audi,"A4 Quattro",Avant,/collections/all/1996-audi-a4-base-esi9512730
1999,Audi,"A4 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
1999,Audi,A6,Base,/collections/all/1996-audi-a4-base-esi9512730
1999,Audi,"A6 Quattro",Avant,/collections/all/1996-audi-a4-base-esi9512730
1999,Audi,"A6 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
2000,Audi,A4,Base,/collections/all/1996-audi-a4-base-esi9512730
2000,Audi,"A4 Quattro",Avant,/collections/all/1996-audi-a4-base-esi9512730
2000,Audi,"A4 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
2000,Audi,A6,Base,/collections/all/1996-audi-a4-base-esi9512730
2000,Audi,"A6 Quattro",Avant,/collections/all/1996-audi-a4-base-esi9512730
2000,Audi,"A6 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
2000,Audi,S4,Base,/collections/all/1996-audi-a4-base-esi9512730
2000,Audi,TT,Base,/collections/all/2000-audi-tt-base-esi8626410
2000,Audi,"TT Quattro",Base,/collections/all/2000-audi-tt-quattro-base-esi7140787
2001,Audi,A4,Base,/collections/all/1996-audi-a4-base-esi9512730
2001,Audi,"A4 Quattro",Avant,/collections/all/1996-audi-a4-base-esi9512730
2001,Audi,"A4 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
2001,Audi,A6,Base,/collections/all/1996-audi-a4-base-esi9512730
2001,Audi,"A6 Quattro",Avant,/collections/all/1996-audi-a4-base-esi9512730
2001,Audi,"A6 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
2001,Audi,S4,Avant,/collections/all/1996-audi-a4-base-esi9512730
2001,Audi,S4,Base,/collections/all/1996-audi-a4-base-esi9512730
2001,Audi,TT,Base,/collections/all/2000-audi-tt-base-esi8626410
2001,Audi,"TT Quattro",Base,/collections/all/2000-audi-tt-quattro-base-esi7140787
2002,Audi,A4,Base,/collections/all/2002-audi-a4-base-esi6991178
2002,Audi,"A4 Quattro",Avant,/collections/all/2002-audi-a4-base-esi6991178
2002,Audi,"A4 Quattro",Base,/collections/all/2002-audi-a4-base-esi6991178
2002,Audi,A6,Base,/collections/all/1996-audi-a4-base-esi9512730
2002,Audi,"A6 Quattro",Avant,/collections/all/1996-audi-a4-base-esi9512730
2002,Audi,"A6 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
2002,Audi,S4,Avant,/collections/all/2002-audi-a4-base-esi6991178
2002,Audi,S4,Base,/collections/all/2002-audi-a4-base-esi6991178
2002,Audi,S6,Avant,/collections/all/1996-audi-a4-base-esi9512730
2002,Audi,TT,Base,/collections/all/2000-audi-tt-base-esi8626410
2002,Audi,"TT Quattro","ALMS Edition",/collections/all/2000-audi-tt-quattro-base-esi7140787
2002,Audi,"TT Quattro",Base,/collections/all/2000-audi-tt-quattro-base-esi7140787
2003,Audi,A4,Base,/collections/all/2002-audi-a4-base-esi6991178
2003,Audi,A4,Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2003,Audi,"A4 Quattro",Avant,/collections/all/2002-audi-a4-base-esi6991178
2003,Audi,"A4 Quattro",Base,/collections/all/2002-audi-a4-base-esi6991178
2003,Audi,A6,Base,/collections/all/1996-audi-a4-base-esi9512730
2003,Audi,"A6 Quattro",Avant,/collections/all/1996-audi-a4-base-esi9512730
2003,Audi,"A6 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
2003,Audi,S6,Avant,/collections/all/1996-audi-a4-base-esi9512730
2003,Audi,TT,Base,/collections/all/2000-audi-tt-base-esi8626410
2003,Audi,"TT Quattro",Base,/collections/all/2000-audi-tt-quattro-base-esi7140787
2004,Audi,A4,Base,/collections/all/2002-audi-a4-base-esi6991178
2004,Audi,A4,Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2004,Audi,"A4 Quattro",Avant,/collections/all/2002-audi-a4-base-esi6991178
2004,Audi,"A4 Quattro",Base,/collections/all/2002-audi-a4-base-esi6991178
2004,Audi,"A4 Quattro",Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2004,Audi,A6,Base,/collections/all/1996-audi-a4-base-esi9512730
2004,Audi,"A6 Quattro",Avant,/collections/all/1996-audi-a4-base-esi9512730
2004,Audi,"A6 Quattro",Base,/collections/all/1996-audi-a4-base-esi9512730
2004,Audi,S4,Avant,/collections/all/2002-audi-a4-base-esi6991178
2004,Audi,S4,Base,/collections/all/2002-audi-a4-base-esi6991178
2004,Audi,S4,Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2004,Audi,TT,Base,/collections/all/2000-audi-tt-base-esi8626410
2004,Audi,"TT Quattro",Base,/collections/all/2000-audi-tt-quattro-base-esi7140787
2005,Audi,A4,Base,/collections/all/2002-audi-a4-base-esi6991178
2005,Audi,A4,Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2005,Audi,"A4 Quattro",Avant,/collections/all/2002-audi-a4-base-esi6991178
2005,Audi,"A4 Quattro",Base,/collections/all/2002-audi-a4-base-esi6991178
2005,Audi,"A4 Quattro",Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2005,Audi,"A6 Quattro",Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2005,Audi,S4,Avant,/collections/all/2002-audi-a4-base-esi6991178
2005,Audi,S4,Base,/collections/all/2002-audi-a4-base-esi6991178
2005,Audi,S4,Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2005,Audi,TT,Base,/collections/all/2000-audi-tt-base-esi8626410
2005,Audi,"TT Quattro",Base,/collections/all/2000-audi-tt-quattro-base-esi7140787
2006,Audi,A3,Base,/collections/all/2006-audi-a3-base-esi6803580
2006,Audi,"A3 Quattro",Base,/collections/all/2006-audi-a3-quattro-base-esi3372802
2006,Audi,A4,Base,/collections/all/2002-audi-a4-base-esi6991178
2006,Audi,A4,Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2006,Audi,"A4 Quattro",Avant,/collections/all/2002-audi-a4-base-esi6991178
2006,Audi,"A4 Quattro",Base,/collections/all/2002-audi-a4-base-esi6991178
2006,Audi,"A4 Quattro",Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2006,Audi,A6,Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2006,Audi,"A6 Quattro",Avant,/collections/all/2005-audi-a6-quattro-base-esi9390247
2006,Audi,"A6 Quattro",Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2006,Audi,S4,Avant,/collections/all/2002-audi-a4-base-esi6991178
2006,Audi,S4,Base,/collections/all/2002-audi-a4-base-esi6991178
2006,Audi,S4,Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2006,Audi,TT,Base,/collections/all/2000-audi-tt-base-esi8626410
2006,Audi,"TT Quattro",Base,/collections/all/2000-audi-tt-quattro-base-esi7140787
2006,Audi,"TT Quattro","Special Edition",/collections/all/2000-audi-tt-quattro-base-esi7140787
2007,Audi,A3,Base,/collections/all/2006-audi-a3-base-esi6803580
2007,Audi,"A3 Quattro",Base,/collections/all/2006-audi-a3-quattro-base-esi3372802
2007,Audi,A4,Base,/collections/all/2002-audi-a4-base-esi6991178
2007,Audi,A4,Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2007,Audi,"A4 Quattro",Avant,/collections/all/2002-audi-a4-base-esi6991178
2007,Audi,"A4 Quattro",Base,/collections/all/2002-audi-a4-base-esi6991178
2007,Audi,"A4 Quattro",Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2007,Audi,A6,Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2007,Audi,"A6 Quattro",Avant,/collections/all/2005-audi-a6-quattro-base-esi9390247
2007,Audi,"A6 Quattro",Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2007,Audi,S4,Avant,/collections/all/2002-audi-a4-base-esi6991178
2007,Audi,S4,Base,/collections/all/2002-audi-a4-base-esi6991178
2007,Audi,S4,Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2007,Audi,S6,Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2008,Audi,A3,Base,/collections/all/2006-audi-a3-base-esi6803580
2008,Audi,"A3 Quattro",Base,/collections/all/2006-audi-a3-quattro-base-esi3372802
2008,Audi,A4,Base,/collections/all/2002-audi-a4-base-esi6991178
2008,Audi,A4,Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2008,Audi,"A4 Quattro",Avant,/collections/all/2002-audi-a4-base-esi6991178
2008,Audi,"A4 Quattro",Base,/collections/all/2002-audi-a4-base-esi6991178
2008,Audi,"A4 Quattro",Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2008,Audi,"A5 Quattro",Base,/collections/all/2008-audi-a5-quattro-base-esi1435513
2008,Audi,A6,Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2008,Audi,"A6 Quattro",Avant,/collections/all/2005-audi-a6-quattro-base-esi9390247
2008,Audi,"A6 Quattro",Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2008,Audi,S4,Avant,/collections/all/2002-audi-a4-base-esi6991178
2008,Audi,S4,Base,/collections/all/2002-audi-a4-base-esi6991178
2008,Audi,S4,Cabriolet,/collections/all/2002-audi-a4-base-esi6991178
2008,Audi,S5,Base,/collections/all/2008-audi-a5-quattro-base-esi1435513
2008,Audi,S6,Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2008,Audi,TT,Base,/collections/all/2008-audi-tt-base-esi7080530
2008,Audi,"TT Quattro",Base,/collections/all/2008-audi-tt-quattro-base-esi8219282
2009,Audi,A3,Base,/collections/all/2009-audi-a3-base-esi2525842
2009,Audi,"A3 Quattro",Base,/collections/all/2009-audi-a3-quattro-base-esi8575801
2009,Audi,A4,Base,/collections/all/2009-audi-a4-base-esi4483622
2009,Audi,A4,Cabriolet,/collections/all/2009-audi-a4-base-esi4483622
2009,Audi,"A4 Quattro",Avant,/collections/all/2009-audi-a4-base-esi4483622
2009,Audi,"A4 Quattro",Base,/collections/all/2009-audi-a4-base-esi4483622
2009,Audi,"A4 Quattro",Cabriolet,/collections/all/2009-audi-a4-base-esi4483622
2009,Audi,"A5 Quattro",Base,/collections/all/2008-audi-a5-quattro-base-esi1435513
2009,Audi,A6,Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2009,Audi,"A6 Quattro",Avant,/collections/all/2005-audi-a6-quattro-base-esi9390247
2009,Audi,"A6 Quattro",Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2009,Audi,Q5,Premium,/collections/all/2008-audi-a5-quattro-base-esi1435513
2009,Audi,Q5,"Premium Plus",/collections/all/2008-audi-a5-quattro-base-esi1435513
2009,Audi,Q5,Prestige,/collections/all/2008-audi-a5-quattro-base-esi1435513
2009,Audi,S4,Cabriolet,/collections/all/2009-audi-a4-base-esi4483622
2009,Audi,S5,Base,/collections/all/2008-audi-a5-quattro-base-esi1435513
2009,Audi,S6,Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2009,Audi,TT,Base,/collections/all/2008-audi-tt-base-esi7080530
2009,Audi,"TT Quattro",Base,/collections/all/2008-audi-tt-quattro-base-esi8219282
2009,Audi,"TTS Quattro",Base,/collections/all/2008-audi-tt-base-esi7080530
2010,Audi,A3,Base,/collections/all/2009-audi-a3-base-esi2525842
2010,Audi,A3,TDI,/collections/all/2010-audi-a3-tdi-esi1158466
2010,Audi,"A3 Quattro",Base,/collections/all/2009-audi-a3-quattro-base-esi8575801
2010,Audi,A4,Base,/collections/all/2009-audi-a4-base-esi4483622
2010,Audi,"A4 Quattro",Avant,/collections/all/2009-audi-a4-base-esi4483622
2010,Audi,"A4 Quattro",Base,/collections/all/2009-audi-a4-base-esi4483622
2010,Audi,A5,Cabriolet,/collections/all/2008-audi-a5-quattro-base-esi1435513
2010,Audi,"A5 Quattro",Base,/collections/all/2008-audi-a5-quattro-base-esi1435513
2010,Audi,"A5 Quattro",Cabriolet,/collections/all/2008-audi-a5-quattro-base-esi1435513
2010,Audi,A6,Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2010,Audi,"A6 Quattro",Avant,/collections/all/2005-audi-a6-quattro-base-esi9390247
2010,Audi,"A6 Quattro",Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2010,Audi,Q5,Premium,/collections/all/2008-audi-a5-quattro-base-esi1435513
2010,Audi,Q5,"Premium Plus",/collections/all/2008-audi-a5-quattro-base-esi1435513
2010,Audi,Q5,Prestige,/collections/all/2008-audi-a5-quattro-base-esi1435513
2010,Audi,S4,Base,/collections/all/2009-audi-a4-base-esi4483622
2010,Audi,S5,Base,/collections/all/2008-audi-a5-quattro-base-esi1435513
2010,Audi,S5,Cabriolet,/collections/all/2008-audi-a5-quattro-base-esi1435513
2010,Audi,S6,Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2010,Audi,"TT Quattro",Base,/collections/all/2008-audi-tt-quattro-base-esi8219282
2010,Audi,"TTS Quattro",Base,/collections/all/2008-audi-tt-base-esi7080530
2011,Audi,A3,Base,/collections/all/2009-audi-a3-base-esi2525842
2011,Audi,A3,TDI,/collections/all/2010-audi-a3-tdi-esi1158466
2011,Audi,"A3 Quattro",Base,/collections/all/2009-audi-a3-quattro-base-esi8575801
2011,Audi,A4,Base,/collections/all/2009-audi-a4-base-esi4483622
2011,Audi,"A4 Quattro",Avant,/collections/all/2009-audi-a4-base-esi4483622
2011,Audi,"A4 Quattro",Base,/collections/all/2009-audi-a4-base-esi4483622
2011,Audi,A5,Cabriolet,/collections/all/2008-audi-a5-quattro-base-esi1435513
2011,Audi,"A5 Quattro",Base,/collections/all/2008-audi-a5-quattro-base-esi1435513
2011,Audi,"A5 Quattro",Cabriolet,/collections/all/2008-audi-a5-quattro-base-esi1435513
2011,Audi,A6,Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2011,Audi,"A6 Quattro",Avant,/collections/all/2005-audi-a6-quattro-base-esi9390247
2011,Audi,"A6 Quattro",Base,/collections/all/2005-audi-a6-quattro-base-esi9390247
2011,Audi,Q5,Premium,/collections/all/2008-audi-a5-quattro-base-esi1435513
2011,Audi,Q5,"Premium Plus",/collections/all/2008-audi-a5-quattro-base-esi1435513
2011,Audi,Q5,Prestige,/collections/all/2008-audi-a5-quattro-base-esi1435513
